Department,SKUID,Brand,Model,UnitsSold,AvgUnitCost,NetRevenue,COGS,AvgDailyInvCOGS,MarkupRatio,ItemTurns,VelocityTier,NoSalesHistory,IsMarkdown,MarkdownDepth,MarkdownRate
Snow Boots & Footwear,SNOW_BOOTS_AND_0120,Ironpass,Ironpass Foundation,5,52.56,453.25,291.78,360.36,1.5534,0.8097,Slow,False,True,0.325,0.5811
Snow Boots & Footwear,SNOW_BOOTS_AND_0121,Ironpass,Ironpass MAX,1,198.38,572.53,383.91,340.0,1.4913,1.1292,Slow,False,False,0.0,0.0
Snow Boots & Footwear,SNOW_BOOTS_AND_0122,Ironpass,Ironpass Traverse,1,411.5,817.34,482.48,133.25,1.694,3.6209,Fast,False,False,0.0,0.0
Snow Boots & Footwear,SNOW_BOOTS_AND_0123,Stonepath,Stonepath Pro,0,497.15,551.04,367.46,184.74,1.4996,1.9891,Moderate,True,False,0.0,0.0
Snow Boots & Footwear,SNOW_BOOTS_AND_0124,Stonepath,Stonepath Traverse,1,630.14,1483.11,1014.42,1400.41,1.462,0.7244,Slow,False,True,0.3786,0.864
Snow Boots & Footwear,SNOW_BOOTS_AND_0125,Dustfall,Dustfall Sport,0,247.27,357.74,234.09,286.06,1.5282,0.8183,Slow,True,True,0.4163,0.5508
Snow Boots & Footwear,SNOW_BOOTS_AND_0126,Ironpass,Ironpass Crest,22,177.45,4419.02,4049.92,3770.79,1.0911,1.074,Slow,False,True,0.2998,0.3366
Casual Footwear,CASUAL_FOOTWEA_0001,Iceform,Iceform Team,1,615.52,1469.48,813.57,193.67,1.8062,4.2007,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0002,Iceform,Iceform Comp,0,356.9,559.16,319.71,62.34,1.749,5.1282,Fast,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0003,Hardpack,Hardpack Apex,1,569.48,776.71,660.63,454.97,1.1757,1.452,Slow,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0004,Hardpack,Hardpack Lite,1,512.54,1165.33,608.57,215.66,1.9149,2.8219,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0005,Mesaflow,Mesaflow Venture,108,151.56,33669.83,16393.96,4523.04,2.0538,3.6245,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0006,Hardpack,Hardpack Team,1,141.7,365.48,226.1,73.36,1.6164,3.0822,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0007,Iceform,Iceform Trail,7,214.07,3043.86,1680.82,143.05,1.8109,11.7501,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0008,Mesaflow,Mesaflow Team,98,156.02,22438.05,15423.69,2424.86,1.4548,6.3607,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0009,Iceform,Iceform Crest,2,288.14,1183.11,642.57,182.5,1.8412,3.5209,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0010,Ridgecrest,Ridgecrest Trail,2,445.87,2200.65,1267.6,202.12,1.7361,6.2715,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0011,Ridgecrest,Ridgecrest Tour,35,188.9,8530.75,6617.25,806.96,1.2892,8.2003,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0012,Canyonset,Canyonset Base,3,589.78,3675.65,2226.26,533.94,1.651,4.1695,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0013,Mesaflow,Mesaflow Base,0,158.86,62.24,31.13,21.94,1.9994,1.4188,Slow,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0014,Ridgecrest,Ridgecrest Lite,1,348.82,1257.52,590.69,113.39,2.1289,5.2094,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0015,Mesaflow,Mesaflow Trail,4,266.04,1767.19,1198.63,597.8,1.4743,2.005,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0016,Mesaflow,Mesaflow Venture,4,278.33,1912.56,1264.33,342.04,1.5127,3.6965,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0017,Iceform,Iceform X1,15,189.91,5110.24,2950.77,2453.6,1.7318,1.2026,Slow,False,True,0.1527,0.5752
Casual Footwear,CASUAL_FOOTWEA_0018,Ridgecrest,Ridgecrest Summit,22,57.09,1658.09,1268.34,374.38,1.3073,3.3878,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0019,Mesaflow,Mesaflow Enduro,1,564.78,1146.95,664.02,164.75,1.7273,4.0305,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0020,Deepfreeze,Deepfreeze Traverse,2,407.16,1550.91,889.34,200.23,1.7439,4.4415,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0021,Mesaflow,Mesaflow Comp,4,330.27,2764.66,1584.95,1363.58,1.7443,1.1623,Slow,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0022,Canyonset,Canyonset Pro,235,32.47,11892.24,7646.96,1137.36,1.5552,6.7234,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0023,Iceform,Iceform Series II,9,39.55,523.65,394.47,84.64,1.3275,4.6607,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0024,Ridgecrest,Ridgecrest Enduro,0,426.46,683.98,374.41,214.17,1.8268,1.7482,Moderate,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0025,Deepfreeze,Deepfreeze LTD,29,126.96,6319.44,3797.27,1226.37,1.6642,3.0964,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0026,Canyonset,Canyonset Enduro,2,527.89,2390.73,1219.59,515.19,1.9603,2.3672,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0027,Hardpack,Hardpack Base,28,469.78,17673.39,13436.29,3384.88,1.3153,3.9695,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0028,Deepfreeze,Deepfreeze Crest,3,532.52,3042.63,1771.52,522.06,1.7175,3.3933,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0029,Iceform,Iceform Team,3,267.66,1431.78,942.81,150.96,1.5186,6.2452,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0030,Hardpack,Hardpack Base,35,405.06,22507.66,14201.28,5264.51,1.5849,2.6975,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0031,Deepfreeze,Deepfreeze LTD,46,209.91,15241.64,9749.99,2423.67,1.5632,4.0228,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0032,Iceform,Iceform Xpedition,1,459.22,1148.34,566.4,99.17,2.0274,5.7115,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0033,Mesaflow,Mesaflow Pro,10,369.87,8016.23,3844.66,2095.73,2.085,1.8345,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0034,Deepfreeze,Deepfreeze Comp,0,78.54,71.53,55.74,20.0,1.2833,2.7872,Moderate,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0035,Hardpack,Hardpack Origin,60,143.57,14723.84,8653.97,1591.15,1.7014,5.4388,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0036,Deepfreeze,Deepfreeze Base,29,593.35,31843.07,17740.35,3400.34,1.795,5.2172,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0037,Hardpack,Hardpack Ascent,12,575.26,12395.41,6964.26,4704.45,1.7799,1.4804,Slow,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0038,Canyonset,Canyonset Lite,122,44.54,9531.54,5474.94,1639.56,1.7409,3.3393,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0039,Deepfreeze,Deepfreeze Lite,0,438.46,87.44,59.31,29.06,1.4743,2.0412,Moderate,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0040,Iceform,Iceform Series II,12,465.65,7662.45,5927.42,2218.89,1.2927,2.6713,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0041,Mesaflow,Mesaflow Ridge,44,512.85,39347.69,22726.1,2323.72,1.7314,9.7801,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0042,Ridgecrest,Ridgecrest LTD,14,563.79,12222.58,8025.67,717.26,1.5229,11.1893,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0043,Iceform,Iceform Trail,0,150.45,77.77,43.44,20.0,1.7904,2.1718,Moderate,True,True,0.2418,0.5384
Casual Footwear,CASUAL_FOOTWEA_0044,Deepfreeze,Deepfreeze Summit,1,524.89,1421.96,821.51,353.71,1.7309,2.3225,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0045,Canyonset,Canyonset Origin,7,502.46,4934.92,3563.59,906.28,1.3848,3.9321,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0046,Hardpack,Hardpack LTD,10,330.78,6949.37,3478.91,782.8,1.9976,4.4442,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0047,Iceform,Iceform Foundation,0,104.17,112.13,63.58,33.68,1.7636,1.8878,Moderate,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0048,Hardpack,Hardpack Venture,0,626.89,316.61,227.66,33.93,1.3907,6.7091,Fast,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0049,Iceform,Iceform Ridge,0,417.18,197.72,120.59,20.0,1.6396,6.0297,Fast,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0050,Deepfreeze,Deepfreeze Base,1,59.85,198.43,113.21,30.46,1.7527,3.7169,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0051,Mesaflow,Mesaflow Traverse,19,552.58,20836.54,10581.95,1720.32,1.9691,6.1512,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0052,Hardpack,Hardpack Tour,0,465.23,227.43,135.69,46.88,1.6761,2.8945,Moderate,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0053,Iceform,Iceform Team,7,559.98,7988.66,4142.39,2664.36,1.9285,1.5547,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0054,Deepfreeze,Deepfreeze Sport,12,240.09,5051.0,3108.24,737.35,1.625,4.2154,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0055,Hardpack,Hardpack Carbon,22,323.88,9673.4,7292.36,1886.42,1.3265,3.8657,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0056,Mesaflow,Mesaflow LTD,4,538.2,3614.93,2481.42,597.55,1.4568,4.1527,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0057,Hardpack,Hardpack Sport,5,308.6,3157.32,1561.84,679.4,2.0215,2.2989,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0058,Hardpack,Hardpack Lite,0,74.29,37.55,21.97,20.0,1.7091,1.0986,Slow,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0059,Hardpack,Hardpack X1,0,309.14,212.37,139.01,29.43,1.5277,4.7233,Fast,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0060,Iceform,Iceform Origin,2,630.82,3027.43,1793.32,540.65,1.6882,3.317,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0061,Ridgecrest,Ridgecrest Pro,1,70.77,188.47,89.82,44.27,2.0983,2.0287,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0062,Iceform,Iceform Lite,62,152.08,16754.73,9546.16,2396.04,1.7551,3.9841,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0063,Canyonset,Canyonset Team,8,444.78,7776.55,3809.71,1715.5,2.0412,2.2208,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0064,Canyonset,Canyonset Ridge,1,562.65,2027.15,1110.71,914.68,1.8251,1.2143,Slow,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0065,Mesaflow,Mesaflow Summit,3,291.71,2108.08,1041.26,330.21,2.0246,3.1534,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0066,Iceform,Iceform Series II,0,370.41,447.05,258.36,20.0,1.7304,12.918,Fast,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0067,Deepfreeze,Deepfreeze Traverse,4,405.88,2866.48,1967.92,385.37,1.4566,5.1066,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0068,Canyonset,Canyonset Venture,2,617.51,2389.24,1373.79,633.94,1.7392,2.1671,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0069,Iceform,Iceform Traverse,8,545.85,7875.85,4538.26,1496.13,1.7354,3.0333,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0070,Ridgecrest,Ridgecrest Team,33,437.83,26434.07,14536.04,3633.98,1.8185,4.0,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0071,Ridgecrest,Ridgecrest Trail,5,111.05,1075.0,609.05,213.35,1.765,2.8547,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0072,Hardpack,Hardpack Ridge,9,226.39,3892.57,2057.16,264.18,1.8922,7.7869,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0073,Canyonset,Canyonset Comp,2,489.64,2775.45,1415.19,379.28,1.9612,3.7313,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0074,Canyonset,Canyonset Base,36,405.61,27984.89,14799.97,3905.95,1.8909,3.7891,Fast,False,True,0.1694,0.1825
Casual Footwear,CASUAL_FOOTWEA_0075,Canyonset,Canyonset MAX,0,548.21,422.9,250.3,69.14,1.6895,3.6201,Fast,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0076,Canyonset,Canyonset Tour,200,44.49,17127.33,8934.26,2014.92,1.917,4.434,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0077,Iceform,Iceform Carbon,3,533.81,3782.14,2054.55,678.54,1.8409,3.0279,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0078,Ridgecrest,Ridgecrest Foundation,1,479.87,1111.64,669.45,635.99,1.6605,1.0526,Slow,False,True,0.2773,0.5265
Casual Footwear,CASUAL_FOOTWEA_0079,Canyonset,Canyonset Tour,22,151.89,6431.08,3450.44,2006.88,1.8638,1.7193,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0080,Canyonset,Canyonset Traverse,0,181.43,39.87,22.94,20.0,1.7378,1.1472,Slow,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0081,Mesaflow,Mesaflow LTD,88,84.74,12082.71,7468.36,1530.52,1.6179,4.8796,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0082,Deepfreeze,Deepfreeze Series II,1,41.8,113.27,65.29,20.0,1.7348,3.2644,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0083,Canyonset,Canyonset LTD,0,210.43,32.91,19.61,20.0,1.6776,0.9807,Slow,True,True,0.1372,0.5647
Casual Footwear,CASUAL_FOOTWEA_0084,Deepfreeze,Deepfreeze Ascent,48,42.15,3479.63,2047.53,756.1,1.6994,2.708,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0085,Canyonset,Canyonset Ascent,2,640.57,3298.1,1795.3,1052.54,1.8371,1.7057,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0086,Canyonset,Canyonset Series II,366,90.03,52463.47,33003.73,10982.25,1.5896,3.0052,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0087,Deepfreeze,Deepfreeze Traverse,2,558.28,2010.39,1204.63,488.46,1.6689,2.4662,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0088,Hardpack,Hardpack Summit,11,216.11,5160.81,2550.61,618.53,2.0234,4.1237,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0089,Canyonset,Canyonset Ascent,147,62.92,17277.59,9296.32,2724.64,1.8585,3.4119,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0090,Iceform,Iceform Team,31,69.23,3921.69,2185.25,1044.62,1.7946,2.0919,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0091,Hardpack,Hardpack Foundation,1,170.25,506.67,328.57,82.39,1.542,3.988,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0092,Canyonset,Canyonset Elite,0,260.98,430.96,245.87,107.25,1.7528,2.2925,Moderate,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0093,Canyonset,Canyonset Lite,26,172.27,5873.73,4520.49,995.34,1.2994,4.5417,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0094,Ridgecrest,Ridgecrest Comp,0,450.42,389.27,282.95,54.57,1.3758,5.1846,Fast,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0095,Canyonset,Canyonset Venture,229,26.21,10803.56,6006.96,1962.49,1.7985,3.0609,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0096,Ridgecrest,Ridgecrest Apex,1,372.97,769.07,449.89,280.45,1.7095,1.6041,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0097,Canyonset,Canyonset Crest,10,255.86,3610.67,2640.39,763.07,1.3675,3.4602,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0098,Iceform,Iceform Tour,8,345.76,5154.39,2972.14,1850.78,1.7342,1.6059,Moderate,False,True,0.1843,0.4416
Casual Footwear,CASUAL_FOOTWEA_0099,Iceform,Iceform Comp,1,113.41,318.86,187.07,79.1,1.7045,2.3651,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0100,Iceform,Iceform MAX,0,433.33,66.55,39.12,20.0,1.7015,1.9558,Moderate,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0101,Hardpack,Hardpack Xpedition,5,323.37,3189.52,1767.33,1277.87,1.8047,1.383,Slow,False,True,0.1724,0.4618
Casual Footwear,CASUAL_FOOTWEA_0102,Mesaflow,Mesaflow Pro,73,113.59,14861.29,8349.03,2812.07,1.78,2.969,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0103,Iceform,Iceform Team,0,89.25,48.98,31.98,20.0,1.5316,1.5991,Moderate,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0104,Mesaflow,Mesaflow Xpedition,1,551.9,1597.08,1040.37,211.44,1.5351,4.9203,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0105,Ridgecrest,Ridgecrest Venture,4,277.02,1519.98,1128.67,334.65,1.3467,3.3727,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0106,Hardpack,Hardpack Ascent,12,517.0,7954.53,6407.05,1106.84,1.2415,5.7886,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0107,Deepfreeze,Deepfreeze Xpedition,0,648.26,91.39,46.71,20.0,1.9564,2.3356,Moderate,True,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0108,Iceform,Iceform Ascent,506,19.97,13842.61,10117.52,4966.93,1.3682,2.037,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0109,Canyonset,Canyonset Carbon,104,37.55,5981.25,3912.46,2191.03,1.5288,1.7857,Moderate,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0110,Canyonset,Canyonset Venture,2,118.1,372.25,255.04,76.87,1.4596,3.3178,Fast,False,False,0.0,0.0
Casual Footwear,CASUAL_FOOTWEA_0111,Mesaflow,Mesaflow Series II,0,572.79,338.59,183.52,95.77,1.845,1.9162,Moderate,True,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0001,Mesaflow,Mesaflow Ridge,1,587.14,1173.43,973.5,974.91,1.2054,0.9986,Slow,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0002,Shorebreak,Shorebreak Pro,13,179.53,2988.49,2346.47,529.48,1.2736,4.4316,Fast,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0003,Tidefall,Tidefall Crest,11,281.32,4249.91,3371.59,1507.98,1.2605,2.2358,Moderate,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0004,Opentrail,Opentrail Crest,3,212.55,1138.05,776.24,207.25,1.4661,3.7455,Fast,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0005,Opentrail,Opentrail LTD,1,630.65,1605.05,1094.56,1046.61,1.4664,1.0458,Slow,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0006,Gravelpath,Gravelpath Sport,0,527.55,37.69,28.13,20.0,1.3399,1.4065,Slow,True,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0007,Shorebreak,Shorebreak Elite,2,195.84,588.89,456.9,224.98,1.2889,2.0309,Moderate,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0008,Shorebreak,Shorebreak Signature,0,289.57,68.96,64.13,63.12,1.0754,1.016,Slow,True,True,0.2154,0.4891
Helmets & Protection,HELMETS_AND_PR_0009,Shorebreak,Shorebreak Origin,2,621.31,2233.28,1322.5,978.23,1.6887,1.3519,Slow,False,True,0.2311,0.4265
Helmets & Protection,HELMETS_AND_PR_0010,Tidefall,Tidefall Carbon,172,82.6,17664.93,14257.92,9304.12,1.239,1.5324,Moderate,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0011,Mesaflow,Mesaflow MAX,55,45.78,4005.56,2549.36,1139.89,1.5712,2.2365,Moderate,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0012,Opentrail,Opentrail Carbon,3,341.96,1251.95,1096.33,2205.14,1.1419,0.4972,Dead,False,True,0.3364,0.5466
Helmets & Protection,HELMETS_AND_PR_0013,Tidefall,Tidefall Base,0,477.99,65.93,44.32,39.07,1.4878,1.1342,Slow,True,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0014,Gravelpath,Gravelpath Elite,0,320.1,37.83,32.92,20.0,1.1493,1.6459,Moderate,True,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0015,Gravelpath,Gravelpath Traverse,3,305.9,1243.45,1013.13,164.86,1.2273,6.1455,Fast,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0016,Shorebreak,Shorebreak Venture,36,619.62,29163.62,22383.25,4670.6,1.3029,4.7924,Fast,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0017,Shorebreak,Shorebreak LTD,9,183.8,2331.62,1664.5,726.96,1.4008,2.2897,Moderate,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0018,Mesaflow,Mesaflow Tour,3,380.05,1747.37,1180.14,729.14,1.4807,1.6185,Moderate,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0019,Mesaflow,Mesaflow Traverse,3,46.03,219.11,174.7,132.81,1.2542,1.3154,Slow,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0020,Opentrail,Opentrail Traverse,165,82.98,19164.23,13709.35,4236.76,1.3979,3.2358,Fast,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0021,Shorebreak,Shorebreak Pro,2,192.52,816.62,570.78,394.76,1.4307,1.4459,Slow,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0022,Mesaflow,Mesaflow X1,4,416.84,2841.88,1721.78,448.58,1.6505,3.8383,Fast,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0023,Opentrail,Opentrail Signature,13,187.42,3491.19,2439.86,330.95,1.4309,7.3723,Fast,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0024,Gravelpath,Gravelpath Traverse,1,299.92,707.01,453.33,178.41,1.5596,2.5409,Moderate,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0025,Mesaflow,Mesaflow Foundation,25,642.0,24000.66,16341.8,5233.42,1.4687,3.1226,Fast,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0026,Opentrail,Opentrail Apex,9,204.09,2893.16,2024.36,1496.63,1.4292,1.3526,Slow,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0027,Opentrail,Opentrail Carbon,3,570.45,2309.51,1950.84,1066.09,1.1839,1.8299,Moderate,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0028,Tidefall,Tidefall Carbon,15,192.8,4999.28,3036.83,1431.87,1.6462,2.1209,Moderate,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0029,Mesaflow,Mesaflow Foundation,0,378.67,106.29,89.96,55.17,1.1815,1.6306,Moderate,True,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0030,Gravelpath,Gravelpath Xpedition,0,518.73,33.33,25.94,20.0,1.285,1.2969,Slow,True,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0031,Mesaflow,Mesaflow Summit,12,602.71,10872.33,7247.33,2200.79,1.5002,3.2931,Fast,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0032,Tidefall,Tidefall Apex,0,502.11,140.55,87.41,45.87,1.608,1.9055,Moderate,True,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0033,Tidefall,Tidefall Ascent,104,26.08,3782.37,2713.58,1317.69,1.3939,2.0593,Moderate,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0034,Mesaflow,Mesaflow LTD,0,170.93,129.07,90.14,141.89,1.4318,0.6353,Slow,True,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0035,Shorebreak,Shorebreak Traverse,20,141.27,3932.94,2859.86,1460.56,1.3752,1.9581,Moderate,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0036,Shorebreak,Shorebreak Apex,10,500.58,7437.65,5062.1,2027.21,1.4693,2.4971,Moderate,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0037,Gravelpath,Gravelpath Base,2,430.26,1605.51,1025.95,918.25,1.5649,1.1173,Slow,False,True,0.1814,0.676
Helmets & Protection,HELMETS_AND_PR_0038,Tidefall,Tidefall X1,3,21.27,93.76,71.26,21.46,1.3157,3.321,Fast,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0039,Shorebreak,Shorebreak Ascent,17,104.75,2399.38,1817.54,567.39,1.3201,3.2034,Fast,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0040,Shorebreak,Shorebreak MAX,20,468.61,13904.49,9496.29,2258.71,1.4642,4.2043,Fast,False,False,0.0,0.0
Helmets & Protection,HELMETS_AND_PR_0041,Shorebreak,Shorebreak Trail,18,223.31,5119.86,4060.2,1713.41,1.261,2.3697,Moderate,False,False,0.0,0.0
