SKUID,Department,TxnCount,AvgDaysBetweenSales,MaxGapDays,DaysSinceLastSale,FirstSaleDaysAgo
CASUAL_FOOTWEA_0016,Casual Footwear,4,37.8,156.0,29.9,181.3
CASUAL_FOOTWEA_0017,Casual Footwear,10,118.8,365.0,56.3,730.0
CASUAL_FOOTWEA_0018,Casual Footwear,19,45.9,125.7,14.3,730.0
CASUAL_FOOTWEA_0019,Casual Footwear,1,58.7,168.0,19.9,78.6
CASUAL_FOOTWEA_0020,Casual Footwear,1,71.5,236.0,44.2,115.7
CASUAL_FOOTWEA_0021,Casual Footwear,4,318.4,350.3,102.0,730.0
CASUAL_FOOTWEA_0022,Casual Footwear,205,58.8,247.6,20.0,730.0
CASUAL_FOOTWEA_0023,Casual Footwear,6,50.8,90.5,35.3,340.4
CASUAL_FOOTWEA_0024,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0025,Casual Footwear,21,36.3,118.7,29.6,730.0
CASUAL_FOOTWEA_0026,Casual Footwear,1,71.9,93.8,11.2,83.1
CASUAL_FOOTWEA_0027,Casual Footwear,18,30.0,80.0,18.8,559.6
CASUAL_FOOTWEA_0028,Casual Footwear,1,66.7,105.9,6.5,73.2
CASUAL_FOOTWEA_0029,Casual Footwear,2,82.3,206.7,25.8,190.4
CASUAL_FOOTWEA_0030,Casual Footwear,30,120.2,133.4,31.5,730.0
CASUAL_FOOTWEA_0031,Casual Footwear,46,40.4,246.2,19.5,730.0
CASUAL_FOOTWEA_0032,Casual Footwear,1,21.7,63.2,30.6,52.3
CASUAL_FOOTWEA_0033,Casual Footwear,7,170.6,365.0,24.7,730.0
CASUAL_FOOTWEA_0034,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0035,Casual Footwear,60,41.1,193.0,18.9,730.0
CASUAL_FOOTWEA_0036,Casual Footwear,20,34.2,56.4,36.8,720.1
CASUAL_FOOTWEA_0037,Casual Footwear,6,139.4,365.0,84.7,730.0
CASUAL_FOOTWEA_0038,Casual Footwear,88,47.1,54.7,39.6,730.0
CASUAL_FOOTWEA_0039,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0040,Casual Footwear,8,102.6,248.1,21.1,730.0
CASUAL_FOOTWEA_0041,Casual Footwear,28,30.0,46.7,36.6,730.0
CASUAL_FOOTWEA_0042,Casual Footwear,12,30.9,39.9,16.3,386.6
CASUAL_FOOTWEA_0043,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0044,Casual Footwear,1,117.3,359.2,18.8,136.1
CASUAL_FOOTWEA_0045,Casual Footwear,3,53.1,105.3,17.1,176.3
CASUAL_FOOTWEA_0046,Casual Footwear,6,63.2,79.8,26.4,405.4
CASUAL_FOOTWEA_0047,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0048,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0049,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0050,Casual Footwear,1,104.6,365.0,21.5,126.1
CASUAL_FOOTWEA_0051,Casual Footwear,19,29.4,83.3,4.1,562.9
CASUAL_FOOTWEA_0052,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0053,Casual Footwear,4,168.6,365.0,15.6,690.0
CASUAL_FOOTWEA_0054,Casual Footwear,7,55.0,62.4,28.1,413.1
CASUAL_FOOTWEA_0055,Casual Footwear,11,57.6,101.1,28.1,662.0
CASUAL_FOOTWEA_0056,Casual Footwear,2,64.8,226.4,6.9,136.6
CASUAL_FOOTWEA_0057,Casual Footwear,3,112.0,365.0,24.5,360.6
CASUAL_FOOTWEA_0058,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0059,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0060,Casual Footwear,1,26.7,75.6,24.0,50.7
CASUAL_FOOTWEA_0061,Casual Footwear,1,153.8,226.8,44.5,198.3
CASUAL_FOOTWEA_0062,Casual Footwear,35,46.3,67.7,20.3,730.0
CASUAL_FOOTWEA_0063,Casual Footwear,5,106.5,176.7,25.9,558.3
CASUAL_FOOTWEA_0064,Casual Footwear,1,278.9,365.0,38.4,317.3
CASUAL_FOOTWEA_0065,Casual Footwear,2,102.8,256.0,8.0,213.6
CASUAL_FOOTWEA_0066,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0067,Casual Footwear,2,31.4,75.5,9.9,72.6
CASUAL_FOOTWEA_0068,Casual Footwear,1,74.6,246.1,15.8,90.4
CASUAL_FOOTWEA_0069,Casual Footwear,6,101.3,137.4,52.9,660.7
CASUAL_FOOTWEA_0070,Casual Footwear,22,46.8,86.0,18.2,730.0
CASUAL_FOOTWEA_0071,Casual Footwear,2,47.4,88.3,17.5,112.2
CASUAL_FOOTWEA_0072,Casual Footwear,4,32.0,143.8,18.3,146.1
CASUAL_FOOTWEA_0073,Casual Footwear,1,72.3,217.8,28.7,101.0
CASUAL_FOOTWEA_0074,Casual Footwear,30,141.2,278.1,25.2,730.0
CASUAL_FOOTWEA_0075,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0076,Casual Footwear,119,28.6,61.4,20.3,730.0
CASUAL_FOOTWEA_0077,Casual Footwear,2,78.2,336.9,11.0,167.4
CASUAL_FOOTWEA_0078,Casual Footwear,1,191.5,365.0,95.3,286.8
CASUAL_FOOTWEA_0079,Casual Footwear,13,151.1,365.0,13.2,730.0
CASUAL_FOOTWEA_0080,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0081,Casual Footwear,86,42.8,85.0,28.9,730.0
CASUAL_FOOTWEA_0082,Casual Footwear,1,68.4,93.6,84.6,153.0
CASUAL_FOOTWEA_0083,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0084,Casual Footwear,44,112.1,365.0,18.5,730.0
CASUAL_FOOTWEA_0085,Casual Footwear,1,207.2,249.5,51.2,258.4
CASUAL_FOOTWEA_0086,Casual Footwear,241,66.2,77.0,9.0,730.0
CASUAL_FOOTWEA_0087,Casual Footwear,1,181.5,365.0,22.2,203.6
CASUAL_FOOTWEA_0088,Casual Footwear,7,120.8,217.9,46.0,730.0
CASUAL_FOOTWEA_0089,Casual Footwear,118,60.3,128.0,17.1,730.0
CASUAL_FOOTWEA_0090,Casual Footwear,19,41.5,97.6,12.6,730.0
CASUAL_FOOTWEA_0091,Casual Footwear,1,47.1,87.9,13.2,60.3
CASUAL_FOOTWEA_0092,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0093,Casual Footwear,21,33.8,77.7,11.2,721.3
CASUAL_FOOTWEA_0094,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0095,Casual Footwear,229,84.6,131.4,18.4,730.0
CASUAL_FOOTWEA_0096,Casual Footwear,1,92.1,135.9,6.4,98.5
CASUAL_FOOTWEA_0097,Casual Footwear,5,83.1,346.2,12.6,428.1
CASUAL_FOOTWEA_0098,Casual Footwear,4,117.5,178.6,12.3,482.4
CASUAL_FOOTWEA_0099,Casual Footwear,1,103.7,268.6,18.0,121.7
CASUAL_FOOTWEA_0100,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0101,Casual Footwear,3,261.2,365.0,54.6,730.0
CASUAL_FOOTWEA_0102,Casual Footwear,55,79.8,95.0,9.9,730.0
CASUAL_FOOTWEA_0103,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0104,Casual Footwear,1,16.8,41.7,22.1,38.9
CASUAL_FOOTWEA_0105,Casual Footwear,2,63.0,324.5,20.8,146.8
CASUAL_FOOTWEA_0106,Casual Footwear,6,44.8,197.3,18.3,287.1
CASUAL_FOOTWEA_0107,Casual Footwear,0,,,,
CASUAL_FOOTWEA_0108,Casual Footwear,324,87.3,206.3,20.5,730.0
CASUAL_FOOTWEA_0109,Casual Footwear,104,151.9,365.0,8.0,730.0
CASUAL_FOOTWEA_0110,Casual Footwear,1,142.6,365.0,12.4,155.0
CASUAL_FOOTWEA_0111,Casual Footwear,0,,,,
HELMETS_AND_PR_0001,Helmets & Protection,1,180.5,365.0,44.7,225.3
HELMETS_AND_PR_0002,Helmets & Protection,10,96.7,135.5,13.4,730.0
HELMETS_AND_PR_0003,Helmets & Protection,7,166.0,213.4,11.8,730.0
HELMETS_AND_PR_0004,Helmets & Protection,1,71.5,173.0,16.8,88.3
HELMETS_AND_PR_0005,Helmets & Protection,1,106.7,245.7,135.6,242.3
HELMETS_AND_PR_0006,Helmets & Protection,0,,,,
HELMETS_AND_PR_0007,Helmets & Protection,2,109.6,201.7,14.7,233.9
HELMETS_AND_PR_0008,Helmets & Protection,0,,,,
HELMETS_AND_PR_0009,Helmets & Protection,1,77.7,102.8,91.7,169.4
HELMETS_AND_PR_0010,Helmets & Protection,150,213.8,365.0,23.7,730.0
HELMETS_AND_PR_0011,Helmets & Protection,55,156.4,365.0,15.4,730.0
HELMETS_AND_PR_0012,Helmets & Protection,3,365.0,365.0,138.0,730.0
HELMETS_AND_PR_0013,Helmets & Protection,0,,,,
HELMETS_AND_PR_0014,Helmets & Protection,0,,,,
HELMETS_AND_PR_0015,Helmets & Protection,2,61.4,291.7,31.6,154.5
HELMETS_AND_PR_0016,Helmets & Protection,24,43.8,95.2,8.1,730.0
HELMETS_AND_PR_0017,Helmets & Protection,6,151.6,339.4,12.4,730.0
HELMETS_AND_PR_0018,Helmets & Protection,2,156.9,198.0,10.4,324.2
HELMETS_AND_PR_0019,Helmets & Protection,1,80.7,123.7,70.4,151.1
HELMETS_AND_PR_0020,Helmets & Protection,134,84.4,273.9,7.1,730.0
HELMETS_AND_PR_0021,Helmets & Protection,1,100.6,194.5,172.7,273.2
HELMETS_AND_PR_0022,Helmets & Protection,4,103.5,365.0,11.9,425.8
HELMETS_AND_PR_0023,Helmets & Protection,11,36.2,58.5,18.7,417.4
HELMETS_AND_PR_0024,Helmets & Protection,1,64.7,216.3,41.7,106.5
HELMETS_AND_PR_0025,Helmets & Protection,15,81.1,136.6,3.7,730.0
HELMETS_AND_PR_0026,Helmets & Protection,5,178.0,365.0,99.0,730.0
HELMETS_AND_PR_0027,Helmets & Protection,2,164.5,365.0,26.8,355.8
HELMETS_AND_PR_0028,Helmets & Protection,7,127.0,161.3,27.7,730.0
HELMETS_AND_PR_0029,Helmets & Protection,0,,,,
HELMETS_AND_PR_0030,Helmets & Protection,0,,,,
HELMETS_AND_PR_0031,Helmets & Protection,10,57.9,112.0,51.6,630.6
HELMETS_AND_PR_0032,Helmets & Protection,0,,,,
HELMETS_AND_PR_0033,Helmets & Protection,87,67.2,77.2,24.0,730.0
HELMETS_AND_PR_0034,Helmets & Protection,0,,,,
HELMETS_AND_PR_0035,Helmets & Protection,18,67.4,78.8,19.9,730.0
HELMETS_AND_PR_0036,Helmets & Protection,5,65.4,192.7,31.2,358.2
HELMETS_AND_PR_0037,Helmets & Protection,1,204.1,342.7,80.7,284.8
HELMETS_AND_PR_0038,Helmets & Protection,2,55.1,124.0,35.0,145.2
HELMETS_AND_PR_0039,Helmets & Protection,10,92.1,306.3,18.5,730.0
HELMETS_AND_PR_0040,Helmets & Protection,17,50.0,55.0,36.7,730.0
HELMETS_AND_PR_0041,Helmets & Protection,14,57.4,219.9,19.0,730.0
HELMETS_AND_PR_0042,Helmets & Protection,0,,,,
HELMETS_AND_PR_0043,Helmets & Protection,4,112.2,172.7,76.7,525.3
HELMETS_AND_PR_0044,Helmets & Protection,1,136.5,365.0,100.9,237.4
HELMETS_AND_PR_0045,Helmets & Protection,0,,,,
HELMETS_AND_PR_0046,Helmets & Protection,0,,,,
HELMETS_AND_PR_0047,Helmets & Protection,1,89.5,112.2,116.0,205.5
HELMETS_AND_PR_0048,Helmets & Protection,7,117.7,276.6,13.4,730.0
HELMETS_AND_PR_0049,Helmets & Protection,212,56.9,96.0,30.5,730.0
HELMETS_AND_PR_0050,Helmets & Protection,1,47.4,71.9,17.0,64.5
HELMETS_AND_PR_0051,Helmets & Protection,1,27.9,122.2,6.3,34.2
HELMETS_AND_PR_0052,Helmets & Protection,7,117.5,365.0,18.6,730.0
HELMETS_AND_PR_0053,Helmets & Protection,158,58.0,124.5,14.8,730.0
HELMETS_AND_PR_0054,Helmets & Protection,0,,,,
HELMETS_AND_PR_0055,Helmets & Protection,0,,,,
HELMETS_AND_PR_0056,Helmets & Protection,1,28.9,50.5,10.0,38.9
HELMETS_AND_PR_0057,Helmets & Protection,0,,,,
HELMETS_AND_PR_0058,Helmets & Protection,1,82.1,365.0,18.9,101.0
HELMETS_AND_PR_0059,Helmets & Protection,10,88.1,192.2,19.4,730.0
HELMETS_AND_PR_0060,Helmets & Protection,0,,,,
HELMETS_AND_PR_0061,Helmets & Protection,48,130.5,198.2,9.9,730.0
HELMETS_AND_PR_0062,Helmets & Protection,1,40.1,44.1,13.5,53.6
HELMETS_AND_PR_0063,Helmets & Protection,7,95.4,165.3,7.3,675.1
HELMETS_AND_PR_0064,Helmets & Protection,0,,,,
HELMETS_AND_PR_0065,Helmets & Protection,4,67.2,179.2,18.5,287.2
HELMETS_AND_PR_0066,Helmets & Protection,0,,,,
HELMETS_AND_PR_0067,Helmets & Protection,5,57.1,249.5,11.8,297.1
HELMETS_AND_PR_0068,Helmets & Protection,6,114.7,241.0,24.0,712.4
HELMETS_AND_PR_0069,Helmets & Protection,0,,,,
HELMETS_AND_PR_0070,Helmets & Protection,6,56.7,365.0,6.5,346.8
HELMETS_AND_PR_0071,Helmets & Protection,1,51.7,280.9,20.0,71.7
HELMETS_AND_PR_0072,Helmets & Protection,5,182.2,365.0,28.4,730.0
HELMETS_AND_PR_0073,Helmets & Protection,9,139.7,272.1,12.0,730.0
HELMETS_AND_PR_0074,Helmets & Protection,0,,,,
HELMETS_AND_PR_0075,Helmets & Protection,1,134.1,365.0,18.3,152.4
HELMETS_AND_PR_0076,Helmets & Protection,0,,,,
HELMETS_AND_PR_0077,Helmets & Protection,5,39.7,163.7,11.3,209.9
HELMETS_AND_PR_0078,Helmets & Protection,1,201.6,365.0,91.2,292.7
HELMETS_AND_PR_0079,Helmets & Protection,26,68.3,210.2,57.0,730.0
HELMETS_AND_PR_0080,Helmets & Protection,1,67.5,128.7,58.0,125.5
HELMETS_AND_PR_0081,Helmets & Protection,1,122.1,151.2,101.9,224.0
HELMETS_AND_PR_0082,Helmets & Protection,14,100.0,304.0,44.4,730.0
GOGGLES_AND_EY_0001,Goggles & Eyewear,12,41.0,78.4,31.0,522.7
GOGGLES_AND_EY_0002,Goggles & Eyewear,14,92.1,219.3,14.2,730.0
GOGGLES_AND_EY_0003,Goggles & Eyewear,1,165.9,182.5,37.0,202.9
GOGGLES_AND_EY_0004,Goggles & Eyewear,2,69.7,76.6,37.5,176.9
GOGGLES_AND_EY_0005,Goggles & Eyewear,8,88.8,322.7,30.0,730.0
GOGGLES_AND_EY_0006,Goggles & Eyewear,9,56.8,135.5,63.9,575.1
GOGGLES_AND_EY_0007,Goggles & Eyewear,10,192.1,365.0,69.9,730.0
GOGGLES_AND_EY_0008,Goggles & Eyewear,7,63.6,172.5,10.1,455.6
GOGGLES_AND_EY_0009,Goggles & Eyewear,20,142.8,365.0,29.7,730.0
GOGGLES_AND_EY_0010,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0011,Goggles & Eyewear,1,38.7,108.5,24.9,63.6
GOGGLES_AND_EY_0012,Goggles & Eyewear,25,58.4,65.9,16.4,730.0
GOGGLES_AND_EY_0013,Goggles & Eyewear,2,41.9,160.6,19.6,103.5
GOGGLES_AND_EY_0014,Goggles & Eyewear,28,33.3,116.7,17.0,730.0
GOGGLES_AND_EY_0015,Goggles & Eyewear,27,75.8,323.7,15.4,730.0
GOGGLES_AND_EY_0016,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0017,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0018,Goggles & Eyewear,5,129.1,238.4,36.8,682.6
GOGGLES_AND_EY_0019,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0020,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0021,Goggles & Eyewear,9,110.8,310.8,102.4,730.0
GOGGLES_AND_EY_0022,Goggles & Eyewear,1,107.1,196.0,75.3,182.4
GOGGLES_AND_EY_0023,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0024,Goggles & Eyewear,37,31.6,57.1,11.6,730.0
GOGGLES_AND_EY_0025,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0026,Goggles & Eyewear,5,23.9,42.8,13.4,133.1
GOGGLES_AND_EY_0027,Goggles & Eyewear,1,105.0,288.5,35.0,140.0
GOGGLES_AND_EY_0028,Goggles & Eyewear,27,24.5,70.3,14.4,675.7
GOGGLES_AND_EY_0029,Goggles & Eyewear,10,87.5,267.4,43.1,730.0
GOGGLES_AND_EY_0030,Goggles & Eyewear,1,268.5,365.0,164.2,432.7
GOGGLES_AND_EY_0031,Goggles & Eyewear,23,188.2,365.0,4.5,730.0
GOGGLES_AND_EY_0032,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0033,Goggles & Eyewear,5,184.0,365.0,12.8,730.0
GOGGLES_AND_EY_0034,Goggles & Eyewear,1,87.8,148.8,16.7,104.5
GOGGLES_AND_EY_0035,Goggles & Eyewear,1,47.9,57.2,12.3,60.2
GOGGLES_AND_EY_0036,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0037,Goggles & Eyewear,1,59.8,65.7,20.7,80.5
GOGGLES_AND_EY_0038,Goggles & Eyewear,5,75.0,123.1,16.1,391.1
GOGGLES_AND_EY_0039,Goggles & Eyewear,18,93.7,138.1,13.1,730.0
GOGGLES_AND_EY_0040,Goggles & Eyewear,1,201.6,365.0,59.5,261.1
GOGGLES_AND_EY_0041,Goggles & Eyewear,1,210.5,365.0,35.7,246.2
GOGGLES_AND_EY_0042,Goggles & Eyewear,1,102.7,112.9,33.1,135.7
GOGGLES_AND_EY_0043,Goggles & Eyewear,2,51.6,134.4,18.5,121.7
GOGGLES_AND_EY_0044,Goggles & Eyewear,1,60.4,123.9,27.3,87.7
GOGGLES_AND_EY_0045,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0046,Goggles & Eyewear,5,101.7,365.0,8.9,517.2
GOGGLES_AND_EY_0047,Goggles & Eyewear,1,181.3,352.7,113.3,294.6
GOGGLES_AND_EY_0048,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0049,Goggles & Eyewear,3,248.6,365.0,152.9,730.0
GOGGLES_AND_EY_0050,Goggles & Eyewear,9,86.8,295.3,8.2,730.0
GOGGLES_AND_EY_0051,Goggles & Eyewear,13,42.6,164.9,25.1,578.5
GOGGLES_AND_EY_0052,Goggles & Eyewear,61,37.5,129.3,19.2,730.0
GOGGLES_AND_EY_0053,Goggles & Eyewear,2,49.0,102.9,22.3,120.2
GOGGLES_AND_EY_0054,Goggles & Eyewear,24,64.7,154.7,12.2,730.0
GOGGLES_AND_EY_0055,Goggles & Eyewear,45,23.6,36.3,25.9,730.0
GOGGLES_AND_EY_0056,Goggles & Eyewear,110,48.7,117.2,22.5,730.0
GOGGLES_AND_EY_0057,Goggles & Eyewear,4,41.3,58.4,22.7,187.9
GOGGLES_AND_EY_0058,Goggles & Eyewear,4,26.3,54.7,14.3,119.6
GOGGLES_AND_EY_0059,Goggles & Eyewear,5,30.7,62.8,14.5,167.8
GOGGLES_AND_EY_0060,Goggles & Eyewear,21,38.6,109.7,27.5,730.0
GOGGLES_AND_EY_0061,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0062,Goggles & Eyewear,6,75.3,82.8,8.5,460.0
GOGGLES_AND_EY_0063,Goggles & Eyewear,30,41.9,75.3,16.0,730.0
GOGGLES_AND_EY_0064,Goggles & Eyewear,1,97.8,308.9,18.6,116.5
GOGGLES_AND_EY_0065,Goggles & Eyewear,1,286.2,365.0,85.2,371.5
GOGGLES_AND_EY_0066,Goggles & Eyewear,4,113.3,323.7,12.9,466.2
GOGGLES_AND_EY_0067,Goggles & Eyewear,1,91.9,341.4,10.0,101.9
GOGGLES_AND_EY_0068,Goggles & Eyewear,2,122.4,272.3,6.1,251.0
GOGGLES_AND_EY_0069,Goggles & Eyewear,1,267.9,365.0,64.7,332.7
GOGGLES_AND_EY_0070,Goggles & Eyewear,1,253.5,365.0,19.1,272.5
GOGGLES_AND_EY_0071,Goggles & Eyewear,2,140.8,365.0,82.3,364.0
GOGGLES_AND_EY_0072,Goggles & Eyewear,7,46.1,123.3,15.9,338.9
GOGGLES_AND_EY_0073,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0074,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0075,Goggles & Eyewear,4,67.0,117.8,10.4,278.5
GOGGLES_AND_EY_0076,Goggles & Eyewear,3,35.1,175.7,32.6,137.8
GOGGLES_AND_EY_0077,Goggles & Eyewear,8,126.1,365.0,174.6,730.0
GOGGLES_AND_EY_0078,Goggles & Eyewear,1,45.0,146.0,33.6,78.6
GOGGLES_AND_EY_0079,Goggles & Eyewear,2,21.3,49.9,23.6,66.2
GOGGLES_AND_EY_0080,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0081,Goggles & Eyewear,5,167.5,365.0,25.7,730.0
GOGGLES_AND_EY_0082,Goggles & Eyewear,9,211.4,365.0,38.1,730.0
GOGGLES_AND_EY_0083,Goggles & Eyewear,1,46.7,183.6,14.0,60.7
GOGGLES_AND_EY_0084,Goggles & Eyewear,1,79.5,214.1,17.3,96.8
GOGGLES_AND_EY_0085,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0086,Goggles & Eyewear,13,88.9,192.8,19.3,730.0
GOGGLES_AND_EY_0087,Goggles & Eyewear,1,102.6,112.9,23.1,125.7
GOGGLES_AND_EY_0088,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0089,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0090,Goggles & Eyewear,1,39.2,88.6,15.5,54.8
GOGGLES_AND_EY_0091,Goggles & Eyewear,1,73.6,365.0,22.7,96.3
GOGGLES_AND_EY_0092,Goggles & Eyewear,21,49.4,111.8,4.9,730.0
GOGGLES_AND_EY_0093,Goggles & Eyewear,2,23.5,61.6,23.4,70.4
GOGGLES_AND_EY_0094,Goggles & Eyewear,5,85.2,261.8,33.2,459.1
GOGGLES_AND_EY_0095,Goggles & Eyewear,14,209.2,365.0,17.7,730.0
GOGGLES_AND_EY_0096,Goggles & Eyewear,3,135.5,357.2,19.1,425.6
GOGGLES_AND_EY_0097,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0098,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0099,Goggles & Eyewear,10,82.1,245.3,9.2,730.0
GOGGLES_AND_EY_0100,Goggles & Eyewear,1,103.3,365.0,55.7,158.9
GOGGLES_AND_EY_0101,Goggles & Eyewear,18,346.9,365.0,46.8,730.0
GOGGLES_AND_EY_0102,Goggles & Eyewear,3,52.6,139.5,35.6,193.4
GOGGLES_AND_EY_0103,Goggles & Eyewear,42,27.7,48.3,28.5,730.0
GOGGLES_AND_EY_0104,Goggles & Eyewear,1,71.6,143.6,15.3,86.9
GOGGLES_AND_EY_0105,Goggles & Eyewear,1,115.9,365.0,42.6,158.5
GOGGLES_AND_EY_0106,Goggles & Eyewear,4,51.0,97.7,23.5,227.4
GOGGLES_AND_EY_0107,Goggles & Eyewear,41,42.2,65.5,8.8,730.0
GOGGLES_AND_EY_0108,Goggles & Eyewear,1,178.8,365.0,22.7,201.4
GOGGLES_AND_EY_0109,Goggles & Eyewear,3,330.6,365.0,51.0,730.0
GOGGLES_AND_EY_0110,Goggles & Eyewear,1,365.0,365.0,31.9,396.9
GOGGLES_AND_EY_0111,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0112,Goggles & Eyewear,2,119.0,309.7,24.0,262.1
GOGGLES_AND_EY_0113,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0114,Goggles & Eyewear,12,27.4,61.4,27.7,356.7
GOGGLES_AND_EY_0115,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0116,Goggles & Eyewear,1,103.7,173.5,46.6,150.3
GOGGLES_AND_EY_0117,Goggles & Eyewear,1,41.3,78.5,28.7,69.9
GOGGLES_AND_EY_0118,Goggles & Eyewear,6,138.7,152.6,20.2,730.0
GOGGLES_AND_EY_0119,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0120,Goggles & Eyewear,7,84.0,125.0,20.6,608.5
GOGGLES_AND_EY_0121,Goggles & Eyewear,1,336.9,365.0,27.0,364.0
GOGGLES_AND_EY_0122,Goggles & Eyewear,4,121.7,290.4,16.3,503.0
GOGGLES_AND_EY_0123,Goggles & Eyewear,2,355.8,365.0,41.5,730.0
GOGGLES_AND_EY_0124,Goggles & Eyewear,2,31.7,76.1,35.2,98.7
GOGGLES_AND_EY_0125,Goggles & Eyewear,1,110.4,245.5,13.4,123.8
GOGGLES_AND_EY_0126,Goggles & Eyewear,2,89.8,148.1,23.0,202.6
GOGGLES_AND_EY_0127,Goggles & Eyewear,6,102.1,277.3,11.3,624.1
GOGGLES_AND_EY_0128,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0129,Goggles & Eyewear,7,50.6,318.8,15.6,369.8
GOGGLES_AND_EY_0130,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0131,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0132,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0133,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0134,Goggles & Eyewear,13,21.2,28.7,16.1,292.3
GOGGLES_AND_EY_0135,Goggles & Eyewear,27,14.8,24.6,30.9,431.4
GOGGLES_AND_EY_0136,Goggles & Eyewear,2,77.8,232.1,10.5,166.2
GOGGLES_AND_EY_0137,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0138,Goggles & Eyewear,3,122.4,181.7,67.9,435.0
GOGGLES_AND_EY_0139,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0140,Goggles & Eyewear,7,208.1,365.0,44.0,730.0
GOGGLES_AND_EY_0141,Goggles & Eyewear,1,14.7,61.7,29.6,44.3
GOGGLES_AND_EY_0142,Goggles & Eyewear,5,197.7,264.2,39.1,730.0
GOGGLES_AND_EY_0143,Goggles & Eyewear,8,58.1,71.3,14.1,478.6
GOGGLES_AND_EY_0144,Goggles & Eyewear,1,86.3,173.8,18.4,104.7
GOGGLES_AND_EY_0145,Goggles & Eyewear,13,56.7,228.0,28.9,730.0
GOGGLES_AND_EY_0146,Goggles & Eyewear,1,57.6,77.9,9.1,66.7
GOGGLES_AND_EY_0147,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0148,Goggles & Eyewear,1,61.2,202.5,30.0,91.2
GOGGLES_AND_EY_0149,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0150,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0151,Goggles & Eyewear,1,82.0,227.8,9.4,91.4
GOGGLES_AND_EY_0152,Goggles & Eyewear,1,86.7,156.8,47.2,133.9
GOGGLES_AND_EY_0153,Goggles & Eyewear,9,17.2,108.3,11.1,166.3
GOGGLES_AND_EY_0154,Goggles & Eyewear,67,109.0,277.8,29.9,730.0
GOGGLES_AND_EY_0155,Goggles & Eyewear,6,165.3,365.0,16.8,730.0
GOGGLES_AND_EY_0156,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0157,Goggles & Eyewear,0,,,,
GOGGLES_AND_EY_0158,Goggles & Eyewear,61,91.8,361.4,51.6,730.0
GOGGLES_AND_EY_0159,Goggles & Eyewear,0,,,,
GLOVES_AND_HAN_0001,Gloves & Handwear,1,7.9,8.7,17.9,25.9
GLOVES_AND_HAN_0002,Gloves & Handwear,2,91.9,355.2,37.0,220.8
GLOVES_AND_HAN_0003,Gloves & Handwear,0,,,,
